country,source,year,value,year_tot,value_per
World,        Coal (quad Btu),1980,80.11419429217284,296.33722758863627,27.03480590139833
World,        Natural gas (quad Btu),1980,54.761045594,296.33722758863627,18.479300099958127
World,        Petroleum and other liquids (quad Btu),1980,133.11110886607943,296.33722758863627,44.91879402032439
World,            Nuclear (quad Btu),1980,7.575700462108056,296.33722758863627,2.5564457505907248
World,            Renewables and other (quad Btu),1980,20.775178374275928,296.33722758863627,7.010654227728423
World,        Coal (quad Btu),1981,80.46072857252325,291.2877731828766,27.622418783094034
World,        Natural gas (quad Btu),1981,55.573536747,291.2877731828766,19.078568296826436
World,        Petroleum and other liquids (quad Btu),1981,125.4389494908981,291.2877731828766,43.06358214772883
World,            Nuclear (quad Btu),1981,8.527153469041346,291.2877731828766,2.9273983510759374
World,            Renewables and other (quad Btu),1981,21.287404903413925,291.2877731828766,7.308032421274765
World,        Coal (quad Btu),1982,83.39892921243354,290.120566575999,28.74630026981787
World,        Natural gas (quad Btu),1982,55.495522664,290.120566575999,19.12843453980453
World,        Petroleum and other liquids (quad Btu),1982,119.76280547269802,290.120566575999,41.280356951641814
World,            Nuclear (quad Btu),1982,9.50768642751678,290.120566575999,3.277150096501752
World,            Renewables and other (quad Btu),1982,21.95562279935071,290.120566575999,7.5677581422340445
World,        Coal (quad Btu),1983,83.68635266676536,293.0466469371524,28.55734864788027
World,        Natural gas (quad Btu),1983,56.115951591,293.0466469371524,19.149153275599424
World,        Petroleum and other liquids (quad Btu),1983,119.26919636784994,293.0466469371524,40.69973078157375
World,            Nuclear (quad Btu),1983,10.718344095623602,293.0466469371524,3.657555617049011
World,            Renewables and other (quad Btu),1983,23.25680221591348,293.0466469371524,7.936211677897546
World,        Coal (quad Btu),1984,87.66942309140777,308.9210136622077,28.379235861005764
World,        Natural gas (quad Btu),1984,61.758597532,308.9210136622077,19.991711408641972
World,        Petroleum and other liquids (quad Btu),1984,122.55382660121982,308.9210136622077,39.67157337351849
World,            Nuclear (quad Btu),1984,12.994607878980151,308.9210136622077,4.206449967560062
World,            Renewables and other (quad Btu),1984,23.9445585586,308.9210136622077,7.751029389273718
World,        Coal (quad Btu),1985,91.6797625954072,316.46426154850144,28.970020863274105
World,        Natural gas (quad Btu),1985,64.124522824,316.46426154850144,20.262800769423453
World,        Petroleum and other liquids (quad Btu),1985,121.1347896143825,316.46426154850144,38.27755747889318
World,            Nuclear (quad Btu),1985,15.298615144911766,316.46426154850144,4.834231540096699
World,            Renewables and other (quad Btu),1985,24.2265713698,316.46426154850144,7.655389348312566
World,        Coal (quad Btu),1986,94.04460314569836,326.7530652183027,28.781551929089773
World,        Natural gas (quad Btu),1986,65.3286482,326.7530652183027,19.99327784617847
World,        Petroleum and other liquids (quad Btu),1986,126.54884517346557,326.7530652183027,38.72919909379233
World,            Nuclear (quad Btu),1986,16.247905140338766,326.7530652183027,4.972533350064701
World,            Renewables and other (quad Btu),1986,24.5830635588,326.7530652183027,7.52343778087472
World,        Coal (quad Btu),1987,96.2731561860172,334.3845057886132,28.791153453407293
World,        Natural gas (quad Btu),1987,68.456090111,334.3845057886132,20.472267382590886
World,        Petroleum and other liquids (quad Btu),1987,127.41624158977147,334.3845057886132,38.10470861658877
World,            Nuclear (quad Btu),1987,17.643888337124533,334.3845057886132,5.276526881983705
World,            Renewables and other (quad Btu),1987,24.5951295647,334.3845057886132,7.355343665429351
World,        Coal (quad Btu),1988,98.484482307848,347.4128631037936,28.34796657440534
